Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
6,"Carlton, Holly",Fr,S,6-7,106,0,106,28.0,28.0,173,75,527,0.18600000000000003,595.0,29.0,28.0,218.0,,,76.0,4.0,240.0,12.0,4.0
43,"Leath, Taylor",Jr,OH,6-3,106,0,106,28.0,28.0,336,153,970,0.18899999999999997,12.0,20.0,22.0,228.0,27.0,6.0,51.0,10.0,387.5,1.0,
3,"Nordhorn, Beth",Sr,MH,6-7,104,0,104,28.0,27.0,231,55,466,0.37799999999999995,1.0,4.0,4.0,12.0,,4.0,116.0,8.0,297.0,1.0,
8,"Jacobs, Casey",Jr,L/DS,5-8,96,0,96,27.0,3.0,3,0,6,0.5,84.0,5.0,22.0,285.0,24.0,,,,8.0,2.0,
2,"Koetter, Kendra",Jr,S,5-8,95,0,95,26.0,12.0,18,2,28,0.5710000000000001,394.0,6.0,25.0,146.0,1.0,,,2.0,24.0,18.0,
5,"Fricano, Taylor",Sr,MH,6-4,93,0,93,26.0,12.0,127,65,378,0.16399999999999998,4.0,2.0,10.0,23.0,1.0,2.0,100.0,5.0,181.0,,
7,"Esterley, Katharine",Fr,MH,6-2,88,0,88,25.0,24.0,78,34,211,0.209,2.0,,4.0,13.0,1.0,3.0,124.0,10.0,143.0,,
17,"Hough, Maddie Grace",Fr,DS,5-3,86,0,86,26.0,,0,0,0,,13.0,12.0,16.0,75.0,5.0,,,,12.0,1.0,
4,"Borup, Taylor",So,OH,6-4,68,0,68,20.0,12.0,143,63,460,0.174,2.0,,2.0,26.0,14.0,1.0,27.0,6.0,157.5,,
25,"Moseman, Greer",So,L/DS,5-6,61,0,61,19.0,5.0,3,0,5,0.6,14.0,13.0,9.0,103.0,18.0,,,,16.0,,
18,"Hull, Sehrena",Fr,DS,5-7,55,0,55,15.0,7.0,24,16,109,0.073,9.0,7.0,13.0,107.0,12.0,,7.0,3.0,34.5,1.0,
10,"Fields, Sydnye",So,MH,6-3,45,0,45,15.0,7.0,48,27,126,0.16699999999999998,2.0,1.0,3.0,4.0,,3.0,40.0,2.0,72.0,,
14,"Laufenberg, Madison",Jr,OH,6-3,40,0,40,15.0,2.0,44,24,171,0.11699999999999999,,,1.0,20.0,4.0,1.0,16.0,,53.0,,
13,"Fradenburg, Mia",So,L/DS,5-6,33,0,33,9.0,,1,1,3,0.0,29.0,8.0,9.0,152.0,4.0,,,,9.0,1.0,
12,"Scoles, Julia",So,OH,6-1,6,0,6,2.0,1.0,11,9,48,0.042,1.0,1.0,3.0,5.0,1.0,,,3.0,12.0,1.0,
-,TEAM,-,-,-,-,-,18,14.0,,0,0,0,,,,,,16.0,,,,,,
-,Totals,-,-,-,-,-,106,,,1240,524,3508,0.204,1162.0,108.0,171.0,1417.0,128.0,20.0,557.0,53.0,1646.5,38.0,
-,Opponent Totals,-,-,-,-,-,106,,,1401,641,3748,0.203,1335.0,128.0,217.0,1570.0,109.0,33.0,338.0,42.0,1731.0,27.0,
