Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,Player 0 Kills,Player 0 Errors,Player 0 Total Attacks,Player 0 Hit Pct,Player 0 Assists,Player 0 Aces,Player 0 SErr,Player 0 Digs,Player 0 RErr,Player 0 Block Solos,Player 0 Block Assists,Player 0 BErr,Player 0 PTS,Player 1 Kills,Player 1 Errors,Player 1 Total Attacks,Player 1 Hit Pct,Player 1 Assists,Player 1 Aces,Player 1 SErr,Player 1 Digs,Player 1 RErr,Player 1 Block Solos,Player 1 Block Assists,Player 1 BErr,Player 1 PTS,Player 2 Kills,Player 2 Errors,Player 2 Total Attacks,Player 2 Hit Pct,Player 2 Assists,Player 2 Aces,Player 2 SErr,Player 2 Digs,Player 2 RErr,Player 2 Block Solos,Player 2 Block Assists,Player 2 BErr,Player 2 PTS,Player 3 Kills,Player 3 Errors,Player 3 Total Attacks,Player 3 Hit Pct,Player 3 Assists,Player 3 Aces,Player 3 SErr,Player 3 Digs,Player 3 RErr,Player 3 Block Solos,Player 3 Block Assists,Player 3 BErr,Player 3 PTS,Player 4 Kills,Player 4 Errors,Player 4 Total Attacks,Player 4 Hit Pct,Player 4 Assists,Player 4 Aces,Player 4 SErr,Player 4 Digs,Player 4 RErr,Player 4 Block Solos,Player 4 Block Assists,Player 4 BErr,Player 4 PTS,Player 5 Kills,Player 5 Errors,Player 5 Total Attacks,Player 5 Hit Pct,Player 5 Assists,Player 5 Aces,Player 5 SErr,Player 5 Digs,Player 5 RErr,Player 5 Block Solos,Player 5 Block Assists,Player 5 BErr,Player 5 PTS,Player 6 Kills,Player 6 Errors,Player 6 Total Attacks,Player 6 Hit Pct,Player 6 Assists,Player 6 Aces,Player 6 SErr,Player 6 Digs,Player 6 RErr,Player 6 Block Solos,Player 6 Block Assists,Player 6 BErr,Player 6 PTS,Player 7 Kills,Player 7 Errors,Player 7 Total Attacks,Player 7 Hit Pct,Player 7 Assists,Player 7 Aces,Player 7 SErr,Player 7 Digs,Player 7 RErr,Player 7 Block Solos,Player 7 Block Assists,Player 7 BErr,Player 7 PTS,Player 8 Kills,Player 8 Errors,Player 8 Total Attacks,Player 8 Hit Pct,Player 8 Assists,Player 8 Aces,Player 8 SErr,Player 8 Digs,Player 8 RErr,Player 8 Block Solos,Player 8 Block Assists,Player 8 BErr,Player 8 PTS,Player 9 Kills,Player 9 Errors,Player 9 Total Attacks,Player 9 Hit Pct,Player 9 Assists,Player 9 Aces,Player 9 SErr,Player 9 Digs,Player 9 RErr,Player 9 Block Solos,Player 9 Block Assists,Player 9 BErr,Player 9 PTS,Player 10 Kills,Player 10 Errors,Player 10 Total Attacks,Player 10 Hit Pct,Player 10 Assists,Player 10 Aces,Player 10 SErr,Player 10 Digs,Player 10 RErr,Player 10 Block Solos,Player 10 Block Assists,Player 10 BErr,Player 10 PTS,Player 11 Kills,Player 11 Errors,Player 11 Total Attacks,Player 11 Hit Pct,Player 11 Assists,Player 11 Aces,Player 11 SErr,Player 11 Digs,Player 11 RErr,Player 11 Block Solos,Player 11 Block Assists,Player 11 BErr,Player 11 PTS
8242018,"UMass Lowell @ Fullerton, Calif.",W 3 - 0,3,41.0,19.0,132.0,0.16699999999999998,38.0,6.0,5.0,64.0,9.0,2.0,10.0,4.0,54.0,9.0,3.0,23.0,0.261,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,11.5,0.0,1.0,5.0,-0.2,35.0,1.0,0.0,6.0,1.0,0.0,2.0,0.0,2.0,5.0,4.0,16.0,0.062,0.0,2.0,1.0,14.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,4.0,0.0,0.0,0.0,0.0,11.0,1.0,22.0,0.455,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,45.0,-0.044000000000000004,0.0,0.0,1.0,12.0,2.0,0.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,14.0,0.5710000000000001,1.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,9.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8252018,@ UC Riverside,W 3 - 2,5,48.0,20.0,162.5,0.1715,45.0,8.0,4.5,78.5,7.5,2.0,12.0,3.0,64.0,8.0,4.0,26.5,0.16399999999999998,0.5,0.0,0.0,0.5,0.0,0.5,3.0,1.5,10.0,0.0,1.5,4.5,-0.35,39.5,0.5,0.0,11.0,0.5,0.0,1.5,0.5,1.25,6.5,2.0,22.0,0.17400000000000002,0.0,2.0,0.5,11.0,3.0,0.0,0.5,0.0,8.75,0.0,0.0,0.5,0.0,0.0,1.5,1.0,9.0,2.0,0.0,0.0,0.0,1.5,11.0,2.5,30.5,0.317,0.0,2.0,1.0,2.0,0.0,0.0,3.0,0.5,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,8.5,50.5,0.103,0.0,0.0,0.5,7.5,1.0,0.5,1.0,0.5,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.5,25.0,0.35500000000000004,1.0,0.0,0.5,7.0,0.0,1.0,3.0,0.0,10.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
8252018,"Akron @ Riverside, CA",W 3 - 1,4,47.33333333333334,19.0,150.0,0.19166666666666665,44.33333333333334,7.333333333333332,4.666666666666667,69.66666666666667,6.333333333333332,1.6666666666666667,14.0,3.0,63.33333333333334,8.0,2.6666666666666665,23.66666666666667,0.25733333333333336,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,4.666666666666667,1.0,10.666666666666666,0.6666666666666666,1.0,3.6666666666666665,0.10000000000000002,38.333333333333336,1.0,0.0,10.666666666666666,0.3333333333333333,0.0,1.3333333333333333,0.3333333333333333,2.333333333333333,8.0,2.333333333333333,24.33333333333333,0.20800000000000005,0.3333333333333333,1.3333333333333333,0.6666666666666666,10.0,2.0,0.0,0.3333333333333333,0.0,9.5,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,8.333333333333334,1.3333333333333333,0.0,0.0,0.0,1.0,9.666666666666666,3.333333333333333,28.66666666666667,0.23800000000000002,0.0,1.6666666666666667,1.0,3.0,0.0,0.3333333333333333,2.333333333333333,0.3333333333333333,12.833333333333336,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,-0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.666666666666664,8.0,44.33333333333334,0.152,0.6666666666666666,0.0,0.3333333333333333,5.666666666666668,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,15.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.3333333333333333,21.66666666666667,0.2590000000000001,0.6666666666666666,0.0,0.3333333333333333,6.0,0.0,0.6666666666666666,3.6666666666666665,0.6666666666666666,8.5,0.3333333333333333,0.0,1.6666666666666667,0.16666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5
8302018,@ North Dakota,L 0 - 3,3,41.75,19.75,140.75,0.1505,39.25,6.25,4.25,66.25,6.25,1.5,12.5,2.5,55.75,6.75,3.5,22.0,0.149,0.25,0.0,0.0,1.0,0.0,0.5,4.0,0.75,9.25,0.5,0.75,3.0,0.07500000000000001,34.0,0.75,0.0,10.0,0.25,0.0,1.0,0.25,1.75,8.0,2.75,24.5,0.19600000000000006,0.25,1.75,0.5,8.75,2.0,0.0,0.75,0.0,10.125,0.0,0.0,0.25,0.0,0.0,0.75,1.25,6.75,1.5,0.0,0.0,0.0,0.75,8.5,2.75,25.5,0.24100000000000002,0.25,1.25,0.75,2.25,0.0,0.25,2.25,0.25,11.125,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.25,8.5,42.0,0.07825,0.75,0.0,0.25,4.5,1.0,0.25,1.0,0.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,1.25,20.5,0.23825000000000005,0.5,0.0,0.25,6.75,0.0,0.5,3.25,0.5,7.625,0.25,0.0,1.25,0.125,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.375
8312018,"Western Caro. @ Grand Forks, N.D.",L 1 - 3,4,44.4,20.0,146.2,0.1608,41.8,5.6,5.0,68.8,7.6,1.2,11.2,2.2,56.8,5.4,3.0,17.8,-0.08080000000000001,0.2,0.0,0.0,0.8,0.0,0.4,3.2,0.6,7.4,0.8,0.6,3.6,0.1266,35.6,0.6,0.0,9.8,0.2,0.0,1.0,0.2,1.9,7.4,2.8,23.4,0.1778,0.2,1.4,0.4,7.8,2.2,0.0,0.6,0.0,9.1,0.0,0.2,0.4,-0.2,0.0,0.6,1.0,7.2,2.0,0.0,0.0,0.0,0.6,8.6,2.8,25.2,0.2428,0.4,1.2,1.2,3.4,0.0,0.2,2.2,0.2,11.1,0.0,0.0,0.0,0.0,0.8,0.0,0.6,3.6,0.0,0.0,0.0,0.0,0.0,1.8,1.0,6.0,-0.06420000000000001,0.2,0.0,0.2,0.6,0.0,0.0,0.2,0.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,6.8,33.6,0.0626,0.6,0.0,0.2,3.6,0.8,0.2,0.8,0.4,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,1.4,22.8,0.24680000000000005,0.6,0.0,0.2,5.4,0.0,0.4,2.8,0.4,8.4,0.2,0.0,1.0,0.1,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.3
8312018,"Louisiana Tech @ Grand Forks, N.D.",W 3 - 1,4,45.0,19.33333333333333,148.0,0.168,42.0,5.833333333333332,5.333333333333333,68.83333333333333,7.833333333333332,1.0,11.0,2.1666666666666665,57.33333333333334,5.5,2.6666666666666665,16.833333333333332,0.002166666666666659,0.16666666666666666,0.0,0.0,0.8333333333333334,0.16666666666666666,0.3333333333333333,2.6666666666666665,0.6666666666666666,7.166666666666668,0.8333333333333334,0.5,3.5,0.161,35.833333333333336,0.6666666666666666,0.0,9.5,0.16666666666666666,0.0,1.0,0.16666666666666666,2.0,7.666666666666668,3.0,24.33333333333333,0.17683333333333334,0.16666666666666666,1.6666666666666667,0.3333333333333333,8.166666666666666,2.1666666666666665,0.0,0.6666666666666666,0.0,9.666666666666666,0.0,0.16666666666666666,0.5,-0.16666666666666666,0.3333333333333333,0.5,0.8333333333333334,6.666666666666668,1.8333333333333333,0.0,0.0,0.0,0.5,9.333333333333334,3.0,26.0,0.2523333333333333,0.3333333333333333,1.1666666666666667,1.3333333333333333,3.5,0.0,0.16666666666666666,2.1666666666666665,0.16666666666666666,11.75,0.0,0.0,0.0,0.0,0.6666666666666666,0.16666666666666666,0.8333333333333334,3.333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.25,1.5,0.8333333333333334,5.833333333333332,-0.0535,0.16666666666666666,0.0,0.16666666666666666,0.6666666666666666,0.0,0.0,0.5,0.16666666666666666,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.166666666666666,5.666666666666668,29.5,0.05216666666666667,0.5,0.0,0.16666666666666666,3.1666666666666665,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.5,8.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.833333333333332,1.5,25.0,0.23350000000000004,0.6666666666666666,0.0,0.3333333333333333,5.666666666666668,0.0,0.3333333333333333,2.6666666666666665,0.3333333333333333,8.5,0.16666666666666666,0.0,0.8333333333333334,0.08333333333333333,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.25
9012018,"Louisiana Tech @ Grand Forks, N.D.",W 3 - 1,4,46.57142857142857,19.428571428571427,150.57142857142858,0.17500000000000002,42.57142857142857,5.7142857142857135,5.285714285714286,69.14285714285714,7.2857142857142865,1.0,10.857142857142858,2.0,58.714285714285715,6.428571428571429,2.8571428571428568,20.285714285714285,0.029714285714285714,0.14285714285714285,0.0,0.0,0.8571428571428571,0.14285714285714285,0.42857142857142855,2.2857142857142856,0.7142857142857143,8.0,1.1428571428571428,0.42857142857142855,3.571428571428572,0.24514285714285716,36.714285714285715,0.5714285714285714,0.0,9.571428571428571,0.14285714285714285,0.0,1.0,0.14285714285714285,2.2142857142857144,7.7142857142857135,3.0,24.42857142857143,0.18014285714285716,0.14285714285714285,1.5714285714285714,0.2857142857142857,9.0,1.8571428571428568,0.0,0.7142857142857143,0.0,9.642857142857142,0.0,0.14285714285714285,0.42857142857142855,-0.14285714285714285,0.5714285714285714,0.8571428571428571,0.8571428571428571,7.571428571428571,1.8571428571428568,0.0,0.0,0.0,0.8571428571428571,10.0,2.8571428571428568,26.142857142857146,0.2797142857142857,0.2857142857142857,1.0,1.2857142857142858,4.0,0.0,0.14285714285714285,2.4285714285714284,0.14285714285714285,12.357142857142858,0.0,0.0,0.0,0.0,0.5714285714285714,0.14285714285714285,0.7142857142857143,2.8571428571428568,0.14285714285714285,0.0,0.14285714285714285,0.0,0.21428571428571427,2.142857142857143,1.1428571428571428,8.571428571428571,-0.02871428571428572,0.14285714285714285,0.0,0.2857142857142857,0.7142857142857143,0.0,0.0,0.8571428571428571,0.14285714285714285,2.571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.857142857142857,25.285714285714285,0.04471428571428571,0.42857142857142855,0.0,0.14285714285714285,2.7142857142857144,0.5714285714285714,0.14285714285714285,0.5714285714285714,0.42857142857142855,7.428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857142,1.7142857142857142,25.42857142857143,0.2307142857142857,0.5714285714285714,0.0,0.2857142857142857,5.0,0.0,0.2857142857142857,2.4285714285714284,0.2857142857142857,8.642857142857142,0.14285714285714285,0.0,0.7142857142857143,0.07142857142857142,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.21428571428571427
9062018,@ East Carolina,L 0 - 3,3,45.0,18.75,143.375,0.18000000000000002,41.25,5.25,5.0,64.25,7.125,0.875,10.75,2.25,56.5,7.0,3.125,20.625,0.058625,0.125,0.0,0.0,0.875,0.125,0.375,2.5,0.75,8.625,1.125,0.375,3.375,0.27699999999999997,35.5,0.5,0.0,9.125,0.125,0.0,1.0,0.125,2.125,7.625,3.0,23.875,0.182625,0.125,1.375,0.25,8.375,2.0,0.0,0.625,0.125,9.3125,0.0,0.125,0.375,-0.125,0.5,0.75,0.75,6.75,1.625,0.0,0.0,0.0,0.75,9.125,2.75,24.625,0.253625,0.25,0.875,1.25,3.625,0.0,0.125,2.25,0.375,11.25,0.0,0.0,0.0,0.0,0.5,0.125,0.75,2.875,0.125,0.0,0.125,0.0,0.1875,2.375,1.25,9.25,-0.007249999999999999,0.25,0.0,0.25,0.75,0.0,0.0,0.75,0.125,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.125,4.25,22.125,0.039125,0.375,0.0,0.125,2.375,0.5,0.125,0.5,0.375,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.125,1.75,24.5,0.23662500000000006,0.5,0.0,0.25,4.375,0.0,0.25,2.625,0.25,8.6875,0.125,0.0,0.625,0.0625,0.125,0.0,0.0,0.125,0.0,0.0,0.125,0.125,0.1875
9072018,"Gardner-Webb @ Greenville, N.C.",W 3 - 0,3,43.555555555555564,18.555555555555557,139.22222222222223,0.17577777777777778,39.77777777777778,5.777777777777778,5.111111111111111,62.22222222222222,6.5555555555555545,1.0,11.111111111111109,2.1111111111111107,55.88888888888889,7.111111111111112,3.333333333333333,20.444444444444443,0.06966666666666667,0.1111111111111111,0.0,0.0,0.7777777777777778,0.1111111111111111,0.3333333333333333,2.333333333333333,0.6666666666666666,8.61111111111111,1.2222222222222223,0.3333333333333333,3.333333333333333,0.32033333333333336,34.44444444444444,0.4444444444444444,0.0,9.0,0.1111111111111111,0.0,0.8888888888888888,0.1111111111111111,2.1111111111111107,7.333333333333332,3.2222222222222223,23.66666666666667,0.16233333333333333,0.2222222222222222,1.3333333333333333,0.3333333333333333,8.11111111111111,1.7777777777777777,0.0,0.5555555555555556,0.1111111111111111,8.944444444444445,0.0,0.1111111111111111,0.4444444444444444,-0.1111111111111111,0.4444444444444444,0.6666666666666666,0.7777777777777778,6.111111111111112,1.4444444444444444,0.0,0.0,0.0,0.6666666666666666,8.444444444444445,2.6666666666666665,23.444444444444446,0.2333333333333333,0.2222222222222222,1.0,1.3333333333333333,3.7777777777777777,0.0,0.1111111111111111,2.555555555555556,0.3333333333333333,10.833333333333336,0.0,0.0,0.0,0.0,0.4444444444444444,0.1111111111111111,0.6666666666666666,2.555555555555556,0.1111111111111111,0.0,0.1111111111111111,0.0,0.16666666666666666,2.4444444444444446,1.3333333333333333,9.444444444444443,0.003666666666666667,0.2222222222222222,0.0,0.2222222222222222,1.0,0.0,0.1111111111111111,1.2222222222222223,0.2222222222222222,3.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.888888888888889,21.88888888888889,0.057,0.3333333333333333,0.1111111111111111,0.2222222222222222,2.6666666666666665,0.4444444444444444,0.2222222222222222,0.6666666666666666,0.3333333333333333,6.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.777777777777778,1.6666666666666667,23.11111111111111,0.23811111111111116,0.4444444444444444,0.0,0.2222222222222222,4.0,0.0,0.2222222222222222,2.4444444444444446,0.2222222222222222,8.222222222222221,0.1111111111111111,0.0,0.5555555555555556,0.05555555555555555,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,0.16666666666666666
9072018,"Charlotte @ Greenville, N.C.",W 3 - 1,4,44.9,19.0,142.8,0.1776,40.9,5.2,5.0,65.8,6.5,0.9,11.2,2.2,56.6,7.6,3.5,22.5,0.07980000000000001,0.1,0.0,0.0,0.9,0.1,0.3,2.3,0.6,9.05,1.3,0.4,3.8,0.3008,35.4,0.4,0.0,9.1,0.1,0.0,0.9,0.1,2.15,6.7,3.1,22.3,0.1361,0.2,1.2,0.5,9.4,1.7,0.0,0.5,0.1,8.15,0.0,0.1,0.4,-0.1,0.4,0.6,0.7,5.7,1.3,0.0,0.0,0.0,0.6,8.4,2.8,23.2,0.22899999999999998,0.3,0.9,1.2,4.1,0.0,0.1,2.5,0.3,10.65,0.0,0.0,0.0,0.0,0.4,0.1,0.6,2.3,0.1,0.0,0.1,0.0,0.15,3.2,1.4,10.5,0.043300000000000005,0.2,0.0,0.2,1.2,0.0,0.1,1.4,0.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,3.7,23.6,0.07949999999999999,0.4,0.1,0.4,4.1,0.5,0.2,0.6,0.4,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,23.6,0.22860000000000005,0.5,0.0,0.2,3.7,0.0,0.2,2.6,0.4,8.5,0.1,0.0,0.5,0.05,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.15
